City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,pisco,-13.7,-76.2167,294.18,88,20,5.14,PE,1713752399
279,pionerskiy,54.9508,20.2275,277.12,75,100,7.98,RU,1713752475
280,hanceville,34.0607,-86.7675,284.61,62,65,4.32,US,1713752475
281,kailua-kona,19.6406,-155.9956,301.13,75,40,4.12,US,1713752257
282,anapa,44.8908,37.3239,278.34,100,20,3.0,RU,1713752316
283,broome,42.2506,-75.833,277.53,59,75,3.6,US,1713752477
284,qaqortoq,60.7167,-46.0333,272.1,89,100,0.82,GL,1713752477
285,dunedin,-45.8742,170.5036,285.82,60,21,5.81,NZ,1713752190
286,kharan,28.5833,65.4167,295.2,31,0,0.61,PK,1713752477
287,pak phanang,8.3511,100.202,305.16,69,74,1.52,TH,1713752478
288,hotan,37.0997,79.9269,293.58,20,41,1.98,CN,1713752478
289,vila velha,-20.3297,-40.2925,293.12,94,0,2.06,BR,1713752423
290,marsciano,42.9059,12.3359,281.6,85,74,1.37,IT,1713752478
291,sydney mines,46.2367,-60.2177,278.71,82,75,4.63,CA,1713752478
292,andratx,39.5755,2.4202,287.28,69,70,2.88,ES,1713752478
293,tommot,58.9564,126.2925,278.82,73,93,3.15,RU,1713752479
294,wewak,-3.5534,143.6268,303.23,67,99,3.77,PG,1713752479
295,udachny,66.4167,112.4,271.73,95,100,4.04,RU,1713752479
296,pandan,14.0453,124.1694,302.85,69,51,3.97,PH,1713752479
297,laguna,38.421,-121.4238,302.14,33,0,4.63,US,1713752480
298,andalusia,31.3085,-86.4833,288.07,70,75,2.06,US,1713752232
299,rio grande,-32.035,-52.0986,292.92,86,99,3.4,BR,1713752233
300,north platte,41.1239,-100.7654,284.88,48,0,4.12,US,1713752370
301,keetmanshoop,-26.5833,18.1333,292.66,37,66,1.54,NA,1713752480
302,salamanca,40.8333,-6.0,279.26,49,7,5.95,ES,1713752481
303,cavalaire-sur-mer,43.174,6.5272,284.11,70,85,3.29,FR,1713752481
304,beira,-19.8436,34.8389,293.2,88,20,1.03,MZ,1713752481
305,kolokani,13.5728,-8.0339,301.65,53,100,7.13,ML,1713752481
306,sinabang,2.4803,96.3801,301.84,80,100,1.22,ID,1713752481
307,brookings,44.3114,-96.7984,284.15,37,0,3.09,US,1713752482
308,coronel dorrego,-38.7187,-61.2873,284.76,53,100,3.88,AR,1713752482
309,happy valley-goose bay,53.3168,-60.3315,276.32,100,100,2.06,CA,1713752482
310,polyarnyy,69.1989,33.4478,258.83,92,92,3.5,RU,1713752482
311,undy,51.5753,-2.8145,280.54,79,82,2.15,GB,1713752482
312,georgetown,5.4112,100.3354,305.11,71,20,2.06,MY,1713752295
313,egilsstadir,65.2653,-14.3948,278.1,48,0,1.54,IS,1713752483
314,namibe,-15.1961,12.1522,298.74,71,56,1.73,AO,1713752483
315,villa regina,-39.1,-67.0667,284.55,51,100,7.19,AR,1713752483
316,tual,-5.6667,132.75,302.43,70,96,2.6,ID,1713752483
317,singkil,-7.9855,111.4161,299.34,87,100,1.59,ID,1713752483
318,andergrove,-21.0833,149.1833,296.9,77,84,10.16,AU,1713752484
319,chu,43.5983,73.7614,288.0,55,7,1.01,KZ,1713752484
320,richards bay,-28.783,32.0377,293.78,95,50,2.98,ZA,1713752484
321,olavarria,-36.8927,-60.3225,284.5,60,100,5.42,AR,1713752484
322,careiro da varzea,-3.2003,-59.8119,298.49,95,100,0.81,BR,1713752484
323,petropavlovsk-kamchatsky,53.0452,158.6483,281.48,40,0,4.0,RU,1713752485
324,champerico,14.3,-91.9167,302.13,72,9,1.25,GT,1713752485
325,st. john's,47.5649,-52.7093,277.12,96,40,4.63,CA,1713752311
326,san juan del sur,11.2529,-85.8705,299.07,86,6,2.76,NI,1713752485
327,juarez,31.7333,-106.4833,292.95,41,75,6.69,MX,1713752485
328,santa cruz,-17.8,-63.1667,298.85,89,20,3.6,BO,1713752097
329,al fulah,11.7329,28.3579,300.14,47,67,0.99,SD,1713752486
330,taltal,-25.4,-70.4833,292.23,81,0,2.6,CL,1713752486
331,kruisfontein,-34.0033,24.7314,291.97,87,100,3.09,ZA,1713752486
332,saint-philippe,-21.3585,55.7679,295.43,82,2,2.49,RE,1713752486
333,notodden,59.5594,9.2585,271.77,69,85,1.02,NO,1713752486
334,canada de gomez,-32.8164,-61.3949,293.74,98,100,4.11,AR,1713752315
335,kapa'a,22.0752,-159.319,300.14,74,40,8.75,US,1713752487
336,ozd,48.2167,20.3,280.75,77,100,0.88,HU,1713752487
337,pocone,-16.2567,-56.6228,300.63,72,100,1.88,BR,1713752487
338,warren,39.4334,-84.1666,280.2,76,0,0.89,US,1713752487
339,banjar,-8.19,114.9675,301.9,78,100,1.13,ID,1713752488
340,uren',57.4552,45.7852,282.59,76,53,4.66,RU,1713752489
341,bambari,5.768,20.6757,297.08,83,100,2.15,CF,1713752490
342,nuku'alofa,-21.1333,-175.2,299.43,75,99,4.48,TO,1713752490
343,qianzhou,28.3167,109.7167,292.51,80,100,0.86,CN,1713752491
344,fort mcmurray,56.7268,-111.381,288.92,20,0,2.57,CA,1713752491
345,beihai,21.4833,109.1,298.39,90,89,2.63,CN,1713752492
346,ad darb,17.7229,42.2526,302.49,72,81,2.18,SA,1713752495
347,mount isa,-20.7333,139.5,299.02,36,8,7.72,AU,1713752495
348,nishon tumani,38.694,65.6751,290.29,63,0,4.12,UZ,1713752495
349,kitami,43.8031,143.8908,276.85,94,100,4.17,JP,1713752495
350,changling,44.2653,124.0005,292.2,38,0,10.37,CN,1713752495
351,gillette,44.2911,-105.5022,287.56,33,0,5.66,US,1713752496
352,santa ines,-3.6667,-45.38,297.41,97,87,1.43,BR,1713752496
353,nouadhibou,20.931,-17.0347,292.14,77,25,7.72,MR,1713752496
354,taoudenni,22.6783,-3.9836,299.57,12,0,4.4,ML,1713752498
355,klaksvik,62.2266,-6.589,279.66,81,100,6.91,FO,1713752498
356,oyem,1.5995,11.5793,294.28,98,93,1.22,GA,1713752499
357,nyazepetrovsk,56.0531,59.6028,284.26,64,100,4.21,RU,1713752500
358,krasnoural'sk,58.3638,60.0407,280.19,73,97,0.93,RU,1713752501
359,'ain el bell,34.3438,3.2247,285.14,43,71,4.14,DZ,1713752501
360,kudahuvadhoo,2.6708,72.8944,302.58,75,99,4.14,MV,1713752501
361,novo aripuana,-5.1206,-60.3797,296.1,100,100,0.86,BR,1713752501
362,miyazu,35.5333,135.1833,287.26,95,100,1.39,JP,1713752501
363,laixi,36.8592,120.5269,293.92,49,8,3.29,CN,1713752502
364,khash,28.2211,61.2158,290.82,38,0,0.97,IR,1713752502
365,yelizovo,53.1873,158.3805,282.23,40,0,4.0,RU,1713752502
366,kargasok,59.0556,80.8572,274.24,100,100,4.92,RU,1713752502
367,chelak,39.9203,66.8611,290.57,64,62,1.01,UZ,1713752502
368,port blair,11.6667,92.75,304.17,70,20,1.54,IN,1713752503
369,dakhla,23.6848,-15.958,291.2,89,22,9.41,EH,1713752503
370,sitka,57.0531,-135.33,282.09,76,100,5.14,US,1713752504
371,horta,38.5333,-28.6333,287.05,81,100,2.68,PT,1713752504
372,mersing,2.4312,103.8405,303.1,84,20,1.03,MY,1713752505
373,shenjiamen,29.9576,122.298,287.54,97,100,2.25,CN,1713752505
374,lanzhou,36.0564,103.7922,290.19,30,94,2.53,CN,1713752505
375,taseyevo,57.2169,94.8978,271.12,85,100,0.89,RU,1713752505
376,tazacorte,28.629,-17.9293,292.69,73,75,4.63,ES,1713752506
377,oranjemund,-28.55,16.4333,288.86,84,100,0.42,NA,1713752507
378,luderitz,-26.6481,15.1594,290.44,69,16,3.41,NA,1713752508
379,zimovniki,47.1483,42.4633,281.68,88,1,3.01,RU,1713752508
380,novaya igirma,57.1334,103.9112,275.69,75,90,1.67,RU,1713752508
381,limon,10.0,-83.0333,298.74,82,18,1.23,CR,1713752508
382,coxim,-18.5067,-54.76,298.15,69,7,1.9,BR,1713752509
383,diamantino,-14.4086,-56.4461,296.28,90,100,2.11,BR,1713752509
384,ancud,-41.8697,-73.8203,280.77,78,100,2.47,CL,1713752509
385,mancora,-4.1078,-81.0475,297.69,72,67,0.48,PE,1713752509
386,airuk,7.2772,168.8203,301.35,81,99,8.02,MH,1713752509
387,natal,-5.795,-35.2094,299.51,100,75,2.57,BR,1713752504
388,hongqiao,26.7684,112.1081,295.55,73,100,1.34,CN,1713752510
389,al hilaliyya,14.9398,33.234,302.85,14,15,4.91,SD,1713752246
390,ketzin,52.4667,12.85,274.89,89,33,2.3,DE,1713752510
391,matabhanga,26.3333,89.2167,301.71,51,0,5.64,IN,1713752510
392,ola,59.5833,151.2833,273.78,89,23,1.41,RU,1713752511
393,rocafuerte,-0.9167,-80.4333,299.08,93,97,2.51,EC,1713752512
394,sao felix do xingu,-6.6447,-51.995,296.24,98,98,0.36,BR,1713752512
395,pyay,18.8167,95.2167,305.75,46,9,2.78,MM,1713752512
396,sile,41.1754,29.6133,289.52,62,32,1.34,TR,1713752512
397,remire-montjoly,4.9167,-52.2667,298.17,94,20,0.51,GF,1713752512
398,coronel suarez,-37.4547,-61.9334,285.45,59,100,5.97,AR,1713752513
399,peace river,56.2501,-117.286,289.32,20,75,5.66,CA,1713752513
400,uliastay,47.7417,96.8444,271.77,31,33,1.19,MN,1713752513
401,broken hill,-31.95,141.4333,295.11,24,0,3.25,AU,1713752513
402,tarko-sale,64.9225,77.785,256.98,88,100,7.65,RU,1713752514
403,simdega,22.6167,84.5167,305.4,19,94,3.73,IN,1713752514
404,tshabong,-26.05,22.45,294.78,33,1,5.16,BW,1713752514
405,tofol,5.3248,163.0078,301.03,89,75,3.09,FM,1713752514
406,srisailain,16.0833,78.8667,302.6,40,13,1.61,IN,1713752515
407,la ronge,55.1001,-105.2842,283.29,25,20,0.51,CA,1713752515
408,evinayong,1.4368,10.5512,294.5,98,100,0.91,GQ,1713752515
409,newman,37.3138,-121.0208,299.14,57,38,1.79,US,1713752515
410,prince george,53.9166,-122.753,283.85,38,100,5.66,CA,1713752286
411,kwakoa,-3.7667,37.7167,292.77,95,83,1.38,TZ,1713752515
412,paita,-5.0892,-81.1144,295.33,83,98,3.75,PE,1713752516
413,weno,7.4515,151.8468,304.12,79,75,3.6,FM,1713752516
414,auna,10.1881,4.7232,301.01,64,100,1.34,NG,1713752516
415,tiznit,29.5833,-9.5,287.98,80,3,1.11,MA,1713752516
416,mozarlandia,-14.7447,-50.5706,297.97,72,15,1.32,BR,1713752516
417,guelmim,28.987,-10.0574,288.34,82,7,1.54,MA,1713752516
418,bealanana,-14.55,48.7333,290.84,99,100,1.21,MG,1713752517
419,lyaskovets,43.1111,25.7283,281.77,81,100,6.69,BG,1713752517
420,neiafu,-18.65,-173.9833,300.41,66,97,4.49,TO,1713752517
421,selfoss,63.9331,-20.9971,275.84,78,60,1.47,IS,1713752496
422,fangshan,39.6983,115.9925,293.75,41,3,2.06,CN,1713752517
423,nhamunda,-2.1861,-56.7131,295.88,99,100,0.58,BR,1713752517
424,winnemucca,40.973,-117.7357,292.23,28,33,3.33,US,1713752518
425,hasaki,35.7333,140.8333,291.09,78,100,5.51,JP,1713752518
426,sisimiut,66.9395,-53.6735,272.45,88,100,4.44,GL,1713752518
427,novodvinsk,64.4165,40.8122,268.03,95,100,3.14,RU,1713752518
428,ratne,51.6683,24.5303,277.17,86,100,6.68,UA,1713752518
429,bubaque,11.2833,-15.8333,297.97,72,99,7.67,GW,1713752519
430,nemuro,43.3236,145.575,275.86,92,100,3.45,JP,1713752519
431,kyzylorda,44.8528,65.5092,287.16,38,0,4.0,KZ,1713752519
432,agat village,13.3886,144.6585,304.67,68,40,6.17,GU,1713752519
433,carnarvon,-24.8667,113.6333,299.56,38,0,7.03,AU,1713752382
434,gisborne,-38.6533,178.0042,290.42,62,1,5.95,NZ,1713752520
435,shumikha,55.2261,63.2961,285.75,73,79,4.4,RU,1713752520
436,puerto quijarro,-17.7833,-57.7667,301.32,64,99,0.86,BO,1713752520
437,minas,-34.3759,-55.2377,289.05,98,100,6.33,UY,1713752520
438,madingou,-4.1536,13.55,296.7,92,100,0.69,CG,1713752520
439,illizi,26.4833,8.4667,298.04,10,95,2.44,DZ,1713752521
440,aginskoye,51.1,114.53,275.54,88,100,9.7,RU,1713752521
441,bovalino,38.149,16.174,287.23,84,100,2.41,IT,1713752521
442,maqat,47.65,53.3167,292.29,35,93,5.95,KZ,1713752521
443,pangody,65.85,74.4859,253.6,97,87,5.46,RU,1713752522
444,vernon,50.2581,-119.2691,285.71,45,100,2.24,CA,1713752223
445,ryotsu-minato,38.0833,138.4333,287.67,67,100,4.92,JP,1713752522
446,el calafate,-50.3408,-72.2768,276.27,77,9,2.72,AR,1713752304
447,machico,32.7,-16.7667,291.5,73,40,4.12,PT,1713752522
448,nanyang,32.9947,112.5328,295.53,58,80,2.77,CN,1713752523
449,ponta delgada,37.7333,-25.6667,291.59,94,40,2.57,PT,1713752523
450,paramonga,-10.6667,-77.8333,294.02,88,36,2.99,PE,1713752523
451,al bawiti,28.3492,28.8659,291.5,42,31,3.31,EG,1713752523
452,birzebbuga,35.8258,14.5269,288.79,82,20,6.17,MT,1713752523
453,grahamstown,-33.3042,26.5328,292.54,96,100,3.91,ZA,1713752359
454,berrouaghia,36.1352,2.9109,279.61,48,69,2.38,DZ,1713752524
455,tambacounda,13.7539,-13.7586,301.98,26,99,3.82,SN,1713752524
456,sao vicente,-23.9631,-46.3919,298.86,26,0,1.04,BR,1713752324
457,ambam,2.3833,11.2833,295.0,99,100,0.67,CM,1713752524
458,herval,-32.0236,-53.3956,291.33,90,100,2.08,BR,1713752524
459,maumere,-8.6199,122.2111,302.76,68,93,1.04,ID,1713752525
460,bol,13.4586,14.7147,301.78,40,75,5.35,TD,1713752525
461,bodo,67.28,14.405,273.17,46,0,8.75,NO,1713752525
462,minzhu,43.7286,127.3447,292.0,47,100,1.42,CN,1713752525
463,natchez,31.5604,-91.4032,287.84,60,0,3.6,US,1713752525
464,kavieng,-2.5744,150.7967,303.41,65,19,3.43,PG,1713752525
465,rajgurunagar,18.8667,73.9,299.15,48,2,1.99,IN,1713752526
466,galliano,29.4422,-90.2992,292.15,55,0,5.66,US,1713752526
467,ducheng,23.2373,111.5317,299.13,79,51,1.48,CN,1713752526
468,lashio,22.9333,97.75,303.54,33,2,1.0,MM,1713752526
469,karachi,24.9056,67.0822,299.05,78,40,3.6,PK,1713752319
470,bontang,0.1333,117.5,303.24,63,100,2.03,ID,1713752527
471,saint-pierre,-21.3393,55.4781,295.47,83,0,2.14,RE,1713752527
472,port maria,18.3685,-76.8895,301.13,87,5,2.26,JM,1713752527
473,al kharj,24.155,47.3346,299.47,18,0,2.12,SA,1713752527
474,karbala,32.616,44.0249,297.55,39,100,4.09,IQ,1713752527
475,contamana,-7.3333,-75.0167,298.49,80,90,1.42,PE,1713752528
476,kokopo,-4.352,152.2633,302.9,67,37,2.76,PG,1713752528
477,tindouf,27.6711,-8.1474,291.4,52,45,4.63,DZ,1713752528
478,villa emilio carranza,19.9667,-96.6,298.26,89,100,5.53,MX,1713752528
479,yaren,-0.5472,166.916,301.99,70,85,1.43,NR,1713752528
480,minas de marcona,-15.2119,-75.1103,290.32,82,42,4.53,PE,1713752246
481,puerto carreno,6.189,-67.4859,301.55,72,100,1.55,CO,1713752529
482,san luis de la loma,17.2706,-100.8939,298.17,73,0,2.67,MX,1713752529
483,poncitlan,20.3667,-102.9167,302.1,39,57,4.62,MX,1713752529
484,sturgeon bay,44.8342,-87.377,282.35,43,40,3.09,US,1713752529
485,beroroha,-21.6667,45.1667,292.34,64,0,0.64,MG,1713752529
486,saint-francois,46.4154,3.9054,272.95,94,0,3.09,FR,1713751977
487,yung shue wan,22.2333,114.1167,300.19,83,99,2.01,HK,1713752530
488,salym,60.0625,71.4789,274.29,89,100,3.37,RU,1713752530
489,muskegon,43.3,-86.1334,279.36,68,20,3.6,US,1713752530
490,turochak,52.2576,87.1224,280.77,75,100,0.04,RU,1713752530
491,buka,40.8108,69.1986,293.75,56,100,1.51,UZ,1713752531
492,jiazi,22.8779,116.067,297.63,88,98,1.9,CN,1713752531
493,timizart,36.8,4.2667,281.55,79,100,1.61,DZ,1713752531
494,ronne,55.1009,14.7066,274.1,69,100,1.54,DK,1713752532
495,sao jose da coroa grande,-8.8978,-35.1478,299.14,88,86,1.56,BR,1713752532
496,floro,61.5996,5.0328,278.13,70,100,3.09,NO,1713752534
497,orsa,54.5153,30.4053,282.95,93,100,4.76,BY,1713752534
498,safaga,26.7292,33.9365,297.7,37,0,7.43,EG,1713752534
499,palmer,42.1584,-72.3287,279.9,55,0,5.14,US,1713752534
500,south pasadena,34.1161,-118.1504,299.16,67,100,1.54,US,1713752534
501,kilkenny,52.6542,-7.2522,281.46,94,79,0.69,IE,1713752535
502,turinsk,58.0458,63.696,280.67,80,16,1.06,RU,1713752536
503,lasem,-6.6922,111.4527,299.37,88,100,0.41,ID,1713752536
504,ingeniero jacobacci,-41.3427,-69.5448,280.81,42,100,8.07,AR,1713752536
505,el ksour,35.8961,8.8849,279.25,85,1,1.68,TN,1713752536
506,salumbar,24.1333,74.05,299.54,33,0,1.37,IN,1713752536
507,northam,51.0333,-4.2167,279.6,92,54,1.5,GB,1713752537
508,kuhmo,64.1333,29.5167,261.95,95,77,3.17,FI,1713752537
509,yatou,37.15,122.3833,291.25,72,21,3.34,CN,1713752537
510,padang,-0.9492,100.3543,305.18,71,100,0.46,ID,1713752440
511,foca,38.6703,26.7566,290.06,82,14,4.98,TR,1713752537
512,alamogordo,32.8995,-105.9603,289.94,47,0,3.6,US,1713752342
513,marks,51.7111,46.7486,288.24,84,78,2.27,RU,1713752538
514,sao joao da barra,-21.6403,-41.0511,296.36,73,0,2.06,BR,1713752538
515,vinton,37.281,-79.897,283.41,59,0,4.12,US,1713752347
516,'ain benian,36.8028,2.9219,281.18,66,93,3.82,DZ,1713752539
517,raduzhny,62.0961,77.475,264.74,91,84,5.09,RU,1713752539
518,dwarka,22.2394,68.9678,299.73,67,0,5.0,IN,1713752539
519,san pedro pochutla,15.7333,-96.4667,300.99,63,16,1.17,MX,1713752539
520,colonia,50.9333,6.95,276.63,84,0,1.54,DE,1713752352
521,puiesti,46.4167,27.5,281.53,64,100,2.08,RO,1713752540
522,san marcos de colon,13.4333,-86.8,295.03,79,100,1.25,HN,1713752540
523,roma,43.2128,-75.4557,279.23,63,100,2.06,US,1713751976
524,loreto,22.2667,-101.9667,292.79,48,6,7.89,MX,1713752540
525,malanje,-9.5402,16.341,291.4,89,78,1.31,AO,1713752540
526,al wafrah,28.6392,47.9306,294.87,83,2,3.71,KW,1713752541
527,bismarck,46.8083,-100.7837,286.29,36,0,4.63,US,1713752433
528,berezovyy,51.6667,135.7,279.16,65,98,0.88,RU,1713752541
529,fort st. john,56.2499,-120.8529,286.09,26,75,10.8,CA,1713752541
530,jaciara,-15.9653,-54.9683,298.93,73,93,1.56,BR,1713752541
531,port saint john's,-31.6229,29.5448,295.12,88,100,3.55,ZA,1713752542
532,al muwayh,22.4333,41.7583,294.21,21,0,3.54,SA,1713752542
533,linden,6.0,-58.3,297.39,80,79,1.35,GY,1713752542
534,bathurst,-33.4166,149.5806,292.57,63,0,0.45,AU,1713752542
535,solwezi,-12.1688,26.3894,287.44,91,0,1.6,ZM,1713752542
536,claveria,18.6074,121.0832,305.16,49,7,1.36,PH,1713752543
537,virginia beach,36.8529,-75.978,283.17,93,75,3.6,US,1713751890
538,cobija,-11.0267,-68.7692,300.39,76,100,1.34,BO,1713752543
539,senhor do bonfim,-10.4614,-40.1894,293.02,99,100,2.66,BR,1713752543
540,kerben,40.2951,72.1863,288.43,61,100,0.38,KG,1713752543
541,ust'-charyshskaya pristan',52.3934,83.6635,286.15,63,100,5.58,RU,1713752482
542,nova sintra,14.8667,-24.7167,296.07,71,98,7.2,CV,1713752544
543,kokoda,-8.8785,147.7407,305.06,55,100,3.05,PG,1713752544
544,isetskoye,56.4858,65.3226,282.86,77,96,2.99,RU,1713752536
545,vrangel',42.7297,133.0839,279.55,81,99,8.15,RU,1713752544
546,krivosheino,57.3431,83.9261,274.67,87,100,6.43,RU,1713752545
547,sassandra,4.95,-6.0833,299.49,91,93,2.75,CI,1713752545
548,ridgecrest,35.6225,-117.6709,305.07,13,0,5.14,US,1713752545
549,mhamid,29.82,-5.72,291.16,42,5,8.3,MA,1713752545
550,tokar,18.4254,37.729,298.55,66,1,3.26,SD,1713752545
551,eyl,7.9803,49.8164,300.75,75,100,1.43,SO,1713752545
552,new plymouth,-39.0667,174.0833,291.38,74,21,6.5,NZ,1713752546
553,mormugao,15.4,73.8,300.74,69,40,2.57,IN,1713752546
554,puerto eldorado,-26.4084,-54.6946,291.5,82,0,1.05,AR,1713752475
555,aristobulo del valle,-27.0963,-54.8963,292.34,70,1,1.09,AR,1713752546
556,jieshou,33.2634,115.3611,296.03,57,0,3.12,CN,1713752546
557,hirara,24.8,125.2833,302.3,84,75,7.72,JP,1713752547
